day	Anno	celltype	UMAP_1	UMAP_2	Car10	Hivep3	Jazf1	Ntng1	Pou6f2	Tshz2	Zfp804b
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.7	-4.59	0	0	0	4.8	4.1	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.88	-2.41	6.5	0	4.8	4.4	0	0	4.8
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.94	-3.37	0	0	0	0	0	5.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.27	4.23	0	0	5	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	5.2	0.61	5.2	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.32	-4.56	4	0	0	6.4	0	5.1	4
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.52	2.34	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.9	-2.04	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-6.35	-1.95	7.2	0	6.3	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.37	-0.64	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.98	-2.49	0	0	0	0	0	4.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.86	2.81	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.34	-1.79	0	0	5.4	0	0	4.7	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.95	3.3	0	5.4	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.62	-2.59	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.03	3.03	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.08	-2.08	0	0	4.9	6	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.79	-4.57	0	0	4.8	4.8	0	5.9	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.87	-2.93	0	4.7	0	5.3	0	4.7	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.84	-4.24	5.4	0	0	6.1	0	5.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.15	2.12	0	0	0	0	0	6.6	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.89	-3.75	0	0	0	0	3.6	5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.34	3.43	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.54	-4.09	5.4	0	4.7	0	0	5.8	5.4
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.04	-1.99	0	0	0	0	0	5.8	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.43	4.08	0	0	0	0	0	4.8	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.03	-3.61	0	0	0	6.6	0	5.2	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.72	-2.79	5.1	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.03	-1.06	5	0	0	5	0	5.7	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.51	-1.9	5.8	0	4.4	5.1	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.85	2.33	0	0	0	4.8	0	4.8	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-6.61	-2.41	5.8	0	0	5.6	4.9	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.93	1.53	0	0	4.6	0	4.6	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.84	1.93	0	0	0	4.5	0	4.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.66	1.99	0	0	0	5.5	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.31	1.85	0	0	0	0	0	0	4.6
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.94	3.45	0	0	0	0	0	5.9	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.25	0.13	0	0	0	5.7	0	5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.71	-3.12	0	0	0	5.9	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-6.77	1.09	0	0	0	0	0	5.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.22	-3.58	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.13	3.2	0	0	0	0	0	4.1	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.5	3.93	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.5	2.66	0	0	0	0	0	5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.99	-2.19	0	0	0	0	5.5	5.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.23	3.92	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.46	-3.95	0	0	0	4.3	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.32	1.33	0	0	0	0	0	5	4.3
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.74	-3.19	5.2	0	0	0	0	4.6	6.2
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.27	-4.7	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.58	-1.41	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.58	3.08	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.53	-1.58	5.5	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.81	4.77	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.02	-4.23	5.6	0	0	0	0	5.6	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.27	-4.53	0	0	4.1	5.7	0	5.5	4.1
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.53	-0.41	5.4	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.88	4.86	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.55	-3.14	0	0	0	6	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.5	-0.16	6.4	4.8	4.8	4.8	0	7.2	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.95	-1.21	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.17	-1.26	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.98	-3.55	0	0	4.8	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.03	-1.16	0	0	0	5.5	6.2	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.28	-3.84	5.9	3.6	3.6	3.6	5.5	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.56	0.86	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.68	3.49	0	0	0	5.4	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.25	-1.89	0	0	0	4.7	0	4.7	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.2	-0.1	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.22	-0.67	5.5	0	0	0	0	4.8	6.6
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.01	-1.92	4.5	0	4.5	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.11	-3.65	0	4.9	4.9	0	0	4.9	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.94	-4.95	0	0	0	5.2	0	0	4.1
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.86	0.85	7.4	0	0	0	0	5.8	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.04	-2.45	5.9	0	4	5.7	5	5.3	4
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-7.65	1.51	4.9	0	0	0	0	4.2	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.42	-4.38	4.2	0	0	5.8	0	6.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.74	2.14	0	0	5.4	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.6	2.39	4.7	0	0	0	0	4.7	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.01	3.92	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	7.11	1.32	0	0	5	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.47	-2.55	5.1	0	5.1	0	0	6.9	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.18	1.04	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.89	0.89	0	0	5.7	0	0	5	5.7
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.55	-0.09	6.2	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.67	0.46	0	0	5.3	0	0	0	5.3
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.03	-1.47	0	0	0	0	0	5.2	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.08	4.33	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.3	0.05	0	0	4.1	5.2	0	5.9	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.68	-2.12	5.8	0	0	0	0	5.1	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.83	-0.68	0	0	0	0	4.6	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.33	-4.12	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.66	-0.05	0	0	5.6	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.75	-5.11	0	0	4.5	0	4.5	5.9	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.97	4.23	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	6.68	4.87	5.1	0	0	5.1	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.46	2.76	5	0	0	5	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.17	3.84	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.93	-4.25	0	0	0	0	0	5.5	5.5
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.74	0.7	5.4	0	0	0	0	6.1	5.4
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.58	4.84	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.3	3.53	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.39	-2.48	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.38	2.6	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.61	1.65	0	5.3	0	0	0	5.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.42	5.65	0	0	0	5.9	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.15	3.06	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.58	3.54	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.98	-2.1	0	5.6	0	4.9	4.9	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.85	4.19	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.06	3.1	5.2	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.28	1.54	5.4	0	0	4.7	0	5.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.79	3.77	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.91	6.02	0	0	0	7.3	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.36	1.11	0	0	0	0	4.3	4.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.5	3.5	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.41	6.07	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.44	-0.85	5.1	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.89	0.24	0	0	0	5.8	0	4.8	5.4
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.25	-1.88	0	0	0	0	0	4.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.47	0.95	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.84	2.43	0	0	0	5.3	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.23	-5.56	4.8	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.88	1.86	5.8	0	4.7	4.7	5.4	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-6.6	-2.47	5.4	4.3	0	5.4	6.3	5.7	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-6.38	-2.72	6.6	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.05	-2.11	0	0	0	0	0	6	5.6
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.96	0.88	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.32	-4.38	0	4.9	0	7.1	0	4.2	6.7
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.38	-0.35	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.74	-2.63	0	0	0	0	0	0	5.6
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.65	-2.76	4.6	0	5.3	0	0	5.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.23	0.32	0	0	6.5	0	0	6.1	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.77	1.42	5.6	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.37	1.87	5.3	0	4.6	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.36	-2.17	4.9	0	0	4.2	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.07	3.29	4.5	0	0	0	0	4.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.36	0.49	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.72	5.33	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.24	-0.55	0	0	0	0	0	5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.78	-1	0	0	0	5.1	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.53	4.02	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.26	-4.52	5.9	0	0	0	4.5	4.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.09	5.44	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.25	-4.42	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.82	-1.86	5.8	0	4.1	0	0	5.8	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.31	-2.86	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.9	-1.95	5.1	0	0	0	0	5.1	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.47	3.77	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.52	1.01	6.1	0	0	0	0	6.1	5
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	1.41	-2.65	0	0	3.6	0	0	3.6	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.65	0.27	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.34	0.47	0	5.3	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.12	3.26	0	0	0	0	0	3.9	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.55	2.43	5.3	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.6	4.07	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.94	0.18	0	0	0	0	0	0	5.3
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.44	-1.6	7	0	0	0	0	5.1	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.02	3.95	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.07	1.14	0	0	5.2	0	5.2	5.2	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.68	-2.91	0	0	4.6	5.3	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.21	-1.73	5.7	0	4.6	4.6	0	5.3	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.73	-1.12	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.05	-4.42	0	0	4.3	5.7	4.3	4.3	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-6.91	0.62	7	3.8	0	0	0	6.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.82	2.88	0	0	0	6.7	0	5.1	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.25	-1.84	0	0	0	0	0	6	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	4.23	-4.35	0	0	4.7	5.8	0	4.7	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.69	-4.51	4.8	0	0	6.4	0	4.8	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-1.24	-0.03	0	0	0	5.2	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.48	5.15	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	5.07	0.82	4.2	4.2	0	4.2	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.53	3.98	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.12	4.12	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.58	-0.87	0	4.7	0	5.3	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.29	-0.58	0	0	0	5.9	0	6.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.06	-0.03	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.34	-1.81	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.19	-0.86	5.5	0	0	6.3	0	5.8	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.41	5.94	0	0	0	5.7	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.53	4.91	5.2	0	0	0	0	5.2	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.52	1.44	0	0	4.8	4.1	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	6.26	0.58	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.02	-4.69	5.1	0	0	4.4	4.4	4.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-7.01	2.22	0	0	0	0	0	5.6	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.99	0.98	0	0	0	5.1	5.5	0	5.1
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.2	-1.46	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.17	-2.79	0	5.6	0	0	0	0	5.6
E12.5	E125_Excitatory_neurons	Excitatory_neurons	3.74	-5.45	0	0	5.3	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.14	2.87	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.92	-0.98	4.7	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-1.56	-3.8	0	0	0	0	5.3	5.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.52	2.11	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	5.97	-1.87	0	0	0	5.8	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.86	-0.55	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.44	-0.87	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.06	0.72	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.31	-0.19	4.5	5.2	0	6.1	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.12	2.57	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-4.11	4.08	0	0	0	0	0	5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.65	2.48	0	0	5.4	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.94	0.27	0	0	4.6	5.3	0	5.7	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.59	4.9	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.34	-2.16	6.3	4.9	0	0	0	4.9	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-0.46	1.21	5.2	0	0	0	0	5.2	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.11	-0.88	5.4	0	0	6.7	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.35	-0.02	0	0	5	0	0	0	5
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.39	-1.06	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.39	-4.48	5.9	0	4.9	0	4.9	3.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.38	5.53	0	0	0	4.8	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.54	-3.81	0	0	0	6.2	0	4.8	5.5
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-0.99	-1.94	0	0	5.2	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.86	3.9	0	0	0	5.5	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.56	-4.2	4.2	0	3.6	5.6	0	4.6	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.05	-0.81	0	0	0	0	0	5.3	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	0.14	-0.13	6.8	4.5	0	0	0	4.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.54	2.35	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.36	2.75	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	1.4	-1.75	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.56	-3.02	0	0	0	5.5	0	5.5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.44	-1.11	6.3	0	0	0	0	5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.35	-1.07	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	6.1	5.35	0	0	5	6.1	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-5.2	3.2	0	0	0	0	0	5.4	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.66	-4	5.1	0	0	4.4	0	5.5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-3.33	-1.57	5.3	0	0	0	0	5.3	5.3
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-4.42	0.01	0	0	5.2	5.2	0	5.8	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3.49	0.56	0	0	0	0	0	5.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	2.12	2.25	0	0	0	5.1	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-6.34	1.86	0	0	0	0	0	5.4	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.5	-0.28	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.84	-2.9	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	4.63	-0.84	0	0	0	0	0	0	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	2.72	0.21	0	0	0	6.2	0	5.5	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-3	-2.84	0	0	0	0	0	5.5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	-2.85	-2.66	4.8	0	0	0	5.5	5.7	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	7.4	1.94	0	0	0	0	0	5	0
E12.5	E125_Excitatory_neurons	Excitatory_neurons	0.26	-2.82	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	3.1	4.34	0	0	0	0	0	0	0
E12.5	E125_Postmitotic_premature_neurons	Postmitotic_premature_neurons	-2.93	1.69	0	0	0	0	0	0	0
