day	Anno	celltype	UMAP_1	UMAP_2	marker:Rorb	marker:Trpm3	marker:Epha6	up:Tox	up:Casz1	up:Vsx2	up:Mecom	up:Pou2f2	up:Meis1	up:Dach1	up:Zbtb16	up:Myb	up:Plagl1	up:Zfpm2	up:Npas3	up:Rax	up:Baz2b	up:Zfhx4	up:Zfp532	up:Tbx3	up:Zeb2	down:Mitf	down:Sox5	down:Pax2	down:Sox6	down:Pbx3	down:Otx2	down:Prdm16	down:Meis2	down:Nr2f2
E10.5	E105_Retinal_primordium	Retinal_primordium	1.35	-3.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	0	0	0	0	6.7	6.4	5.9	6.7	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.23	-2.92	0	0	0	5.8	0	0	0	0	0	0	0	0	5.8	0	5.1	0	0	5.1	0	0	0	0	5.8	5.1	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.5	-3.36	6.1	5.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.2	4.1	0	0	4.1	0	5.9	4.1	0	5.7	0	0	4.8	4.1
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.37	-1.23	5.6	6.1	5.9	5.6	0	4.5	4.5	0	5.9	7.5	0	0	0	4.5	5.6	0	5.9	0	5.2	5.2	5.2	0	0	0	0	5.9	0	0	5.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.04	-4.84	0	3.8	0	4.5	0	0	0	0	0	7.5	0	0	0	0	6.1	0	4.9	0	3.8	0	4.5	3.8	5.2	3.8	6.3	4.5	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.74	-0.87	0	6.1	5.3	0	0	0	0	0	6.4	5.8	0	0	0	0	0	0	4.9	0	4.2	0	4.2	4.2	0	4.9	4.9	4.9	0	0	0	4.2
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.28	2.29	3.5	5.6	5	4.9	4.4	4.2	5.8	4.7	5.3	6.6	4.7	0	0	3.5	4.2	0	4.4	0	0	0	5.3	2.8	4.4	0	0	4.4	4.2	0	4.4	4.6
E10.5	E105_Retinal_primordium	Retinal_primordium	5	0.74	5.8	7.3	0	0	0	0	0	0	0	5.8	5.5	0	4.2	0	4.2	0	5.8	0	0	0	0	4.2	4.8	4.2	5.3	6.7	4.8	4.8	6.1	0
E10.5	E105_Retinal_primordium	Retinal_primordium	5.42	3.82	0	6.9	5.1	0	0	0	0	0	6.2	5.1	5.5	0	0	5.1	0	0	0	0	0	0	0	5.8	5.1	4.4	5.1	5.5	5.1	5.1	5.8	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.98	3.06	5.1	6.7	0	0	0	0	0	0	4.4	5.1	4.4	0	0	0	5.1	0	5.1	0	0	0	0	4.4	0	0	6	5.5	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.96	0.45	6.1	5.6	6.6	5.1	0	4	5.4	0	6.1	6.6	5.1	0	0	4	5.8	4	5.1	4.7	5.1	0	5.1	0	5.1	4	4.7	4	0	0	4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.19	-2.87	0	4.4	5.1	4.4	0	0	0	0	6	4.4	0	0	0	0	5.7	0	6.3	0	0	0	5.5	4.4	5.1	5.1	0	5.1	0	0	0	4.4
E10.5	E105_Retinal_primordium	Retinal_primordium	1.44	-4.04	4.2	0	0	0	0	0	0	0	5.6	4.2	0	0	0	0	0	0	4.2	0	4.2	0	4.2	0	0	6.4	0	0	0	0	4.9	0
E10.5	E105_Retinal_primordium	Retinal_primordium	0.64	1.28	4.8	6	0	0	0	3.4	4.8	0	6	6.2	0	0	0	3.4	3.4	0	5.6	0	0	0	4.5	4.8	3.4	4.1	0	6.4	0	0	4.5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.6	2.81	0	5.5	0	0	0	0	0	4.4	4.4	6.6	0	0	0	4.4	4.4	0	4.4	0	4.4	0	4.4	4.4	0	0	0	0	0	0	0	5.5
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.29	1.98	0	5	5.3	0	0	3.9	0	0	6.1	6.4	0	0	0	0	3.9	0	4.6	0	3.9	0	5	0	0	0	3.9	4.6	0	0	5	3.9
E10.5	E105_Retinal_primordium	Retinal_primordium	0.33	-1.6	5.2	4.8	0	0	0	4.1	0	0	0	4.1	4.1	0	0	0	5.2	0	0	0	4.1	0	0	0	4.8	4.1	0	6	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.95	-1.78	0	4.8	0	0	0	0	0	0	0	5.2	0	0	0	0	0	0	4.8	0	4.1	0	0	4.1	5.9	5.5	0	4.8	0	0	5.7	4.8
E10.5	E105_Retinal_primordium	Retinal_primordium	2.46	-4.51	0	0	0	0	0	0	4	0	5.3	5	0	0	4.6	5.7	5.6	0	0	0	4	0	4.6	4	5.6	5.3	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.62	-0.02	0	5.4	0	4.4	3.7	0	5.3	4.4	5.4	4.8	5.4	0	5	0	4.4	0	3.7	3.7	0	0	3.7	0	0	0	0	4.4	0	0	4.4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.45	-0.05	6.5	4.2	5.6	5.3	0	4.9	0	0	6	5.8	0	4.9	0	4.2	4.2	0	4.2	0	0	0	4.2	0	0	5.3	0	6.1	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.94	2.69	0	6.3	0	0	0	0	0	0	0	0	0	0	0	0	6.3	0	5.4	0	4.7	0	0	4.7	4.7	0	6.3	5.4	0	0	5.4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.57	-1.21	4.7	4.7	0	0	4.7	0	0	0	5.8	6.6	4.7	0	0	0	0	0	4.7	0	0	0	0	0	0	0	0	6.3	0	0	0	4.7
E10.5	E105_Retinal_primordium	Retinal_primordium	0.26	-2.7	5.7	0	0	5.5	0	4.4	0	0	5.1	6	0	0	0	0	5.1	0	5.1	4.4	0	0	4.4	0	5.1	6.4	0	5.7	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.39	2.58	0	6.5	0	0	0	0	0	0	5.1	5.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.1	4
E10.5	E105_Retinal_primordium	Retinal_primordium	0.05	2.48	0	5.7	0	5	0	3.6	3.6	0	6.1	6.3	3.6	0	0	0	4.3	0	4.7	3.6	0	0	5	4.3	0	0	0	0	4.3	0	5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	6.16	2.77	0	5.9	0	0	0	0	0	2.9	5.3	5.7	2.9	0	2.9	0	4.5	0	5	4	0	0	4	5.3	0	0	5	4	2.9	4	4.5	3.6
E10.5	E105_Retinal_primordium	Retinal_primordium	3.04	-2.5	0	0	0	5.3	0	0	0	0	4.6	0	0	0	0	0	0	0	0	0	0	0	4.6	4.6	5.3	4.6	5.7	5.3	0	0	0	4.6
E10.5	E105_Retinal_primordium	Retinal_primordium	1.11	-1.16	6	5.4	4.3	0	0	0	3.6	0	5.5	6	4.3	0	0	0	4.3	0	5	0	3.6	0	0	0	5.5	3.6	0	5	0	0	5.5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.4	3.03	0	6	4.6	0	0	0	0	0	5.3	6.2	4.6	0	0	0	0	0	6	4.6	0	0	5.3	4.6	0	0	0	5.7	0	0	6	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.97	2.09	4.8	0	6.1	3.8	0	3.8	5.4	0	4.4	5.9	5.8	0	0	0	5.1	3.8	4.8	3.8	4.4	3.8	5.5	3.8	0	4.4	0	4.4	0	0	4.4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.22	-4.25	0	0	0	0	0	0	0	0	5.6	5.3	0	0	0	0	0	0	0	0	4.9	0	0	0	4.9	6	0	5.6	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.5	-2.87	0	5	0	0	0	0	5	0	4.6	0	0	0	3.9	0	5.3	0	0	0	0	0	3.9	3.9	6	5.3	0	0	0	0	3.9	3.9
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.44	-0.16	4.9	4.9	0	5.6	0	4.9	5.6	5.6	4.9	0	0	0	0	0	4.9	0	5.6	4.9	0	0	5.6	4.9	0	4.9	0	4.9	0	0	4.9	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.52	3.24	0	7.1	0	0	0	0	0	0	0	4.8	0	0	0	0	4.8	0	4.8	5.2	4.1	0	5.2	5.4	0	0	0	4.8	5.4	0	0	4.1
E10.5	E105_Retinal_primordium	Retinal_primordium	4.37	1.07	4.2	6	0	0	0	0	0	0	5.5	5.5	0	0	0	0	3.6	0	4.6	0	0	0	4.6	5.7	4.2	3.6	4.9	5.7	4.2	4.6	5.9	4.2
E10.5	E105_Retinal_primordium	Retinal_primordium	2.57	3.89	0	6.3	4.5	5.4	0	0	0	0	5.6	5.7	0	0	0	0	4.5	0	4.5	0	0	0	3.8	6.3	5.4	0	4.5	5.9	5.2	0	5.4	4.5
E10.5	E105_Retinal_primordium	Retinal_primordium	2.86	-0.98	0	4.8	0	0	0	0	4.8	0	5.5	6	0	0	0	0	4.1	0	0	0	0	0	4.1	4.1	5.7	4.8	0	6.4	0	0	5.7	5.2
E10.5	E105_Retinal_primordium	Retinal_primordium	2.98	-2.08	4.6	5	0	0	0	0	4.6	0	5	3.9	0	0	0	0	5.3	0	3.9	0	0	0	4.6	5.5	6.3	4.6	5.5	5.7	4.6	0	3.9	5.3
E10.5	E105_Retinal_primordium	Retinal_primordium	4.76	2.56	0	6.9	5	0	0	0	0	0	4.3	5.4	4.3	0	0	0	5	0	4.3	0	4.3	0	0	5.4	0	0	4.3	0	5	0	4.3	5.4
E10.5	E105_Retinal_primordium	Retinal_primordium	3.9	1.53	0	7.2	0	0	0	0	3.9	0	6.7	3.9	0	0	0	0	5.6	0	3.9	3.9	0	0	5	4.6	0	3.9	3.9	6.6	0	0	0	3.9
E10.5	E105_Retinal_primordium	Retinal_primordium	3.45	2.83	0	6.2	4.3	0	0	0	0	0	5.3	6	0	0	0	0	4.3	0	6.5	0	0	0	0	5.3	5.3	0	4.9	5.8	0	4.3	5.8	4.3
E10.5	E105_Retinal_primordium	Retinal_primordium	5.25	1.49	4.4	6.6	0	3.7	0	0	0	0	5.9	4.4	0	0	0	0	4.4	0	3.7	3.7	0	0	0	4.4	0	3.7	4.4	6.1	4.4	3.7	4.4	4.4
E10.5	E105_Retinal_primordium	Retinal_primordium	3.82	-1.58	0	5.6	0	0	0	0	0	4.5	4.5	5.2	3.8	0	0	0	5.4	0	4.9	0	0	0	5.4	0	5.8	5.2	5.6	7.1	4.5	0	6	4.9
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.39	2.84	5	4.6	3.9	5.5	0	0	5.3	0	3.9	7.2	5.7	3.9	0	0	0	0	5	0	3.9	0	4.6	0	0	0	0	4.6	0	0	3.9	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.62	-3.45	0	4.3	0	5.9	0	0	5.9	0	0	6.7	0	0	4.3	0	0	0	0	0	5.4	0	0	0	0	0	0	5.9	0	4.3	6.3	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.76	-0.12	0	6.2	0	5.2	4.8	4.1	4.8	4.1	4.8	6.6	4.1	0	0	0	5.2	0	0	0	0	0	0	0	4.1	0	0	4.1	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	6.12	3.39	0	5.9	0	0	0	0	0	0	0	5.1	0	0	0	0	5.1	0	5.1	0	0	0	0	6.6	0	0	4.4	5.1	0	3.7	5.1	4.8
E10.5	E105_Retinal_primordium	Retinal_primordium	5.64	3.4	4.6	6.8	0	0	0	0	0	0	0	3.9	3.9	0	0	0	0	0	0	0	0	0	4.6	6.6	5	0	4.6	5	5	3.9	5.5	4.6
E10.5	E105_Retinal_primordium	Retinal_primordium	4.9	3.27	0	6.1	0	0	0	0	0	0	5	6.3	0	0	0	0	0	0	5.7	0	0	0	0	5.9	4.3	0	0	5	0	0	0	5
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.74	0.74	5.2	6.5	4.8	0	4.1	0	5.5	4.8	4.1	6.1	4.1	0	4.1	0	4.8	0	4.1	4.1	4.1	0	4.8	4.1	0	0	0	5.7	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.1	3.01	0	4.9	4.9	5.3	0	4.2	6.9	0	0	6	0	0	0	0	4.9	4.2	5.8	0	0	4.2	0	0	0	0	0	5.8	0	0	4.9	4.2
E10.5	E105_Retinal_primordium	Retinal_primordium	5.51	0.5	0	6.6	5.2	0	0	0	0	0	4.5	4.5	0	0	4.5	0	4.5	0	0	0	0	0	0	4.5	0	0	6.6	4.5	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.87	2.26	4.3	5	0	5.7	3.6	4	6.1	4	5.3	6.4	4.3	2.9	4.3	0	5.2	3.6	5	2.9	4	4	3.6	0	3.6	0	0	5.1	0	0	4.3	2.9
E10.5	E105_Retinal_primordium	Retinal_primordium	4.21	-0.18	0	6.3	0	0	0	0	4.5	0	0	5	0	0	3.4	0	4.1	0	0	0	0	0	3.4	5.5	4.1	5.9	5.3	5.9	3.4	4.1	5.2	5
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.79	1.48	4.7	5.7	5.4	0	0	0	6	0	6.4	5.7	4.3	0	0	3.6	4.3	0	3.6	3.6	3.6	0	3.6	0	3.6	0	0	5	3.6	0	3.6	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.4	1.89	0	5.8	5.9	5.8	5.6	0	3.8	0	4.5	6.4	4.9	0	3.8	0	5.2	4.5	4.5	0	0	0	4.5	3.8	3.8	0	0	4.5	0	0	5.6	5.4
E10.5	E105_Retinal_primordium	Retinal_primordium	-4.68	1.34	4.7	5.7	0	5.3	0	4.7	4.7	0	5.3	6.3	0	0	0	0	0	0	0	0	0	0	6.3	0	0	0	6.4	0	0	0	4.7	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.99	3.42	0	6.2	0	0	0	0	0	0	4.4	6.4	0	0	0	0	0	0	0	4.4	0	0	0	0	5.8	0	6	5.1	5.1	4.4	5.5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	5.03	3.52	0	6.9	5.1	0	0	0	0	0	0	5.9	0	0	0	0	4.7	0	5.6	0	0	0	5.4	5.1	0	4	5.1	6.1	5.1	0	5.8	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.22	0.18	5.5	4.8	6.6	5.5	0	0	5.9	0	4.8	5.5	4.8	0	0	0	5.5	0	4.8	0	0	0	0	0	0	0	0	0	0	0	4.8	0
E10.5	E105_Retinal_primordium	Retinal_primordium	0.23	1.78	0	6.5	0	0	0	0	4.4	0	5.7	6.9	0	0	0	0	4.8	0	5.7	3.7	4.8	0	4.4	0	4.8	0	3.7	4.8	5.1	0	5.3	3.7
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.32	-2.68	5.4	4.3	5.8	3.6	0	5	0	3.6	5.7	6.5	0	0	4.3	3.6	5.6	0	6.5	5.2	0	0	4.3	0	0	0	0	3.6	0	0	4.3	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.62	3.51	3.5	7.5	0	0	0	0	3.5	0	4.2	5.1	4.8	0	0	3.5	3.5	0	3.5	0	3.5	0	0	5.6	4.2	0	6	4.2	4.8	4.6	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.16	-2.92	3.7	5.3	4.4	0	0	0	0	3.7	4.8	5.5	4.4	0	0	0	0	3.7	4.4	3.7	0	0	0	3.7	6.1	4.8	0	5.5	0	0	5.1	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.78	-3.27	0	5.3	0	0	0	0	0	0	3.9	0	0	0	3.9	0	5.5	0	4.6	0	5	0	0	5	6	5.3	6	3.9	0	3.9	0	3.9
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.52	-3.34	0	0	0	0	0	0	5	0	0	4.6	0	0	0	3.9	4.6	0	3.9	0	0	3.9	3.9	0	0	0	0	0	0	0	5.3	0
E10.5	E105_Retinal_primordium	Retinal_primordium	5.79	0.47	3.9	6.3	0	4.6	0	0	0	0	3.9	4.6	0	0	0	0	4.6	0	5.7	0	3.9	0	5.3	6.1	3.9	5	6.4	4.6	5	5.8	5.9	5.3
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.06	-5.1	0	3.5	4.6	4.2	0	0	3.5	0	5.9	5.8	3.5	3.5	0	4.2	6.3	0	4.6	5.1	0	0	4.6	0	5.1	0	0	4.6	0	0	5.7	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.05	-2.2	5.2	5.4	3.8	3.8	3.8	4.9	0	0	5.6	4.9	5.7	0	4.5	0	3.8	0	5.6	3.8	0	4.9	5.2	3.8	4.5	0	0	4.5	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.23	0.24	5.5	0	0	0	0	4.4	5.1	0	0	6.4	0	0	4.4	0	0	0	4.4	0	4.4	0	5.8	0	0	0	0	5.1	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.36	-4.67	0	5	5	0	0	0	0	0	0	4.6	5.9	0	0	0	4.6	0	0	3.9	0	0	0	0	5.5	5	3.9	4.6	3.9	3.9	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.48	-3.89	0	4.3	0	0	0	0	0	0	4.3	5	0	0	0	0	4.3	0	5.4	0	0	0	0	4.3	5	5	0	5	0	0	4.3	4.3
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.01	1.58	0	4.7	6.3	0	0	3.6	5.2	0	5.5	5.4	3.6	0	0	0	4.3	0	5	4.3	4.3	3.6	3.6	0	0	0	0	0	4.7	0	3.6	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.26	0.09	0	6.5	4.8	4.1	0	0	0	4.8	6.2	6.8	0	0	0	0	0	0	4.8	0	0	0	4.8	4.8	0	4.1	0	4.1	5.2	4.1	5.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.21	1.54	0	5	6.6	5.6	0	0	5	0	6.2	6.4	3.9	0	3.9	0	5	0	4.6	3.9	3.9	5	3.9	0	0	0	0	4.6	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.8	-0.65	0	6.6	0	0	0	0	0	0	4	5.1	0	0	0	0	4	0	0	0	4	0	4	0	0	0	6.4	6.3	4	4	5.4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-3.79	0.59	6.2	4.5	5.6	5.2	0	0	0	0	5.4	4.9	4.9	0	3.8	3.8	5.2	0	4.5	4.9	3.8	3.8	5.6	0	0	0	0	5.4	0	0	4.9	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.2	-1.73	6.8	0	7.3	5.2	0	0	0	0	4.5	4.5	0	0	0	0	6.1	0	4.5	5.6	5.6	0	0	0	0	0	0	0	0	0	5.6	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.77	3.27	4.5	6.4	0	4.1	0	0	0	0	4.1	5.7	0	0	0	0	0	0	4.5	0	4.1	0	0	5	0	0	5.6	5	3.4	3.4	4.1	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.27	-2.09	4.5	4.9	0	3.9	0	0	0	0	4.9	0	0	0	3.9	0	4.5	0	4.9	4.5	3.9	0	3.9	3.9	4.9	3.9	6.2	5.6	5.2	0	4.9	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.63	-3.13	0	0	0	0	0	0	6.1	0	5.3	4.4	0	0	0	4.4	5.5	0	5.1	4.4	0	0	0	0	6.2	4.8	0	4.4	0	0	5.1	5.1
E10.5	E105_Retinal_primordium	Retinal_primordium	3.81	2.81	0	6.9	0	0	0	0	0	0	5.9	6.2	0	0	0	4.8	4.8	0	0	5.5	0	0	0	4.8	0	0	4.8	0	0	0	6.2	5.5
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.19	1.25	5.3	5.9	0	0	0	0	5.7	4.3	6.1	8	4.8	0	0	3.3	4.3	0	5.4	3.3	3.9	0	4.8	0	0	3.9	0	3.3	0	0	3.9	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.19	3.27	0	6.7	0	0	0	0	0	0	4.7	6.3	0	0	0	0	3.6	0	3.6	0	0	0	4.3	5.6	0	0	5	6.2	3.6	4.3	4.3	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-5.7	-0.21	4.9	0	6.1	5.3	4.2	3.5	5.3	0	6.1	6.6	5.1	0	0	0	4.2	0	4.2	0	4.2	0	5.8	0	0	4.2	0	0	0	0	4.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-4.37	1.26	0	4.5	0	5.6	0	0	5.6	0	5.2	6.9	4.5	0	0	0	0	0	5.6	4.5	0	0	0	0	0	0	0	0	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.38	-3.99	0	0	0	0	0	0	0	0	0	4.5	3.8	0	0	5.2	6	0	4.9	0	3.8	0	0	0	6.2	4.5	5.9	4.9	0	0	4.5	4.9
E10.5	E105_Retinal_primordium	Retinal_primordium	3.28	-1.68	7.5	4.6	0	0	0	0	4.6	0	6.6	4.6	5.3	0	0	0	0	0	5.7	0	0	0	0	4.6	5.3	5.3	4.6	6.6	0	0	4.6	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.77	2.95	0	6.7	4.6	0	0	0	0	0	3.2	5.3	0	0	0	0	3.2	0	4.6	0	0	0	0	5.1	3.2	0	5.5	5.1	0	0	5	4.3
E10.5	E105_Retinal_primordium	Retinal_primordium	-4.24	-3.38	6.7	4.8	6.2	4.4	0	0	0	0	6.3	5.9	3.7	0	4.8	0	4.4	0	4.4	4.4	4.4	3.7	3.7	0	4.8	3.7	4.8	5.5	0	0	4.4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.66	-1.26	5.5	6.2	4.8	5.5	0	5.5	0	0	6.2	6.7	5.9	0	0	0	5.5	0	5.5	0	0	0	0	0	0	0	0	0	0	5.5	5.5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.74	-2.32	0	4.3	0	0	0	0	0	0	4.3	0	0	0	0	4.3	4.3	0	0	0	0	0	5.7	4.3	0	5	4.3	5.7	0	0	4.3	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.98	-3.23	0	4.3	0	0	0	0	0	0	5.2	5	0	0	3.9	0	4.3	3.3	5.4	3.3	3.3	0	4.8	3.9	5.8	5.6	0	5.9	0	0	3.9	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.21	1.99	5.8	5	6.8	5.8	0	0	5.2	0	5.4	6.7	3.6	0	4.7	3.6	5.2	0	5	4.3	0	4.3	4.3	3.6	4.7	4.3	0	3.6	0	0	5.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.81	-1.15	5.4	5.9	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	4.5	0	0	0	5.2	4.5	0	4.5	0	6.8	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.97	2.25	0	5.7	6.5	0	0	4.1	4.5	0	3.4	6.9	5	0	0	4.1	4.1	0	4.8	4.1	4.5	0	0	0	0	0	4.8	5.5	4.5	0	4.1	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.11	-2.74	0	4.3	0	4.3	0	0	0	0	0	5.7	4.3	0	4.3	0	5	0	5.4	0	0	0	5.4	4.3	5.4	4.3	0	5	0	5	5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	2.7	-3.66	0	5.8	0	0	4	0	0	0	5.1	4	0	0	4	4	0	0	4.7	0	4	0	0	0	5.8	6	0	0	0	0	0	5.4
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.19	-2.8	0	4.6	4.6	0	0	3.9	3.9	3.9	4.6	5	0	4.6	0	3.9	0	3.9	5.5	0	3.9	0	0	0	0	5.7	0	5.5	0	0	6.3	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.19	1.69	0	4.6	0	4.6	0	0	5	3.9	4.6	5.8	5	0	0	0	0	0	4.6	3.9	4.6	0	3.9	0	3.9	0	0	5.7	0	0	5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.5	-2.85	0	0	0	3.9	0	0	0	0	5.5	0	0	0	5	0	5.8	0	0	0	4.6	0	4.6	0	5.9	6.1	0	4.6	0	0	5.3	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.3	-0.99	3.7	5.5	0	0	0	0	0	0	5.3	4.8	4.8	0	0	0	4.8	0	4.8	0	0	0	0	3.7	5.1	4.8	4.4	6.5	5.1	0	5.5	0
E10.5	E105_Retinal_primordium	Retinal_primordium	5.07	2.28	0	5.9	0	0	0	0	0	0	4.8	0	4.8	0	0	0	0	0	0	0	4.1	0	5.9	5.5	0	4.1	4.8	6.1	4.1	0	6.1	0
E10.5	E105_Retinal_primordium	Retinal_primordium	4.51	3.75	4.9	6.6	4.9	0	0	0	0	4.5	4.5	5.4	0	0	0	0	0	0	4.9	0	0	0	0	6.1	0	0	6	6.1	0	0	5.2	5.2
E10.5	E105_Retinal_primordium	Retinal_primordium	2.58	1.88	4.1	5.1	3	0	0	0	0	0	5.3	5.9	3.7	0	0	3.7	5.1	0	5.3	4.4	0	3	0	4.9	4.4	0	0	5.8	4.9	0	5.5	4.6
E10.5	E105_Retinal_primordium	Retinal_primordium	-1.07	0.6	5.3	5.3	0	0	0	0	3.5	4.2	5.1	4.6	4.6	0	0	3.5	5.1	0	3.5	0	0	0	4.6	0	0	5.5	4.6	4.2	0	0	5.4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	3.9	2.59	6.4	6.5	4.8	0	0	0	0	0	5.8	6.5	0	0	0	0	0	0	0	0	0	0	0	5.4	5.4	4.8	6.4	0	5.4	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	0.99	-1.42	4.3	4.3	0	0	0	3.6	0	0	5.8	6.4	3.6	0	0	0	5	3.6	0	0	0	0	4.3	4.3	3.6	0	3.6	5.7	0	0	5	3.6
E10.5	E105_Retinal_primordium	Retinal_primordium	1.36	-1.34	5.7	4.3	0	0	0	0	4.7	0	5.3	5.6	4.7	0	0	0	0	0	4.7	0	0	0	0	3.6	3.6	4.7	0	5.5	0	0	4.7	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.6	-1.87	0	0	0	0	0	0	0	0	5.8	0	0	0	0	0	3.9	0	3.9	0	3.9	3.9	5.8	3.9	5.9	5	4.6	5.9	0	0	5.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	5.34	2.04	4.1	7.1	0	0	0	0	0	0	4.8	6.2	0	0	0	0	0	0	0	0	0	0	0	5.9	5.7	4.1	5.2	7.2	6.1	4.8	6.2	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-0.15	-3.68	0	5.1	0	5.1	0	0	0	0	0	5.8	0	0	0	0	5.1	0	6.2	0	0	0	5.8	0	5.1	0	0	5.1	0	0	5.1	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.55	-1.21	6	0	0	0	0	0	5.4	0	0	6.4	0	0	0	0	0	0	6	0	0	0	0	5.4	0	0	5.4	6	0	0	5.4	0
E10.5	E105_Retinal_primordium	Retinal_primordium	1.34	-0.19	4.2	4.2	0	0	0	4.2	4.6	4.2	5.4	6.6	0	0	0	0	5.3	0	3.5	3.5	0	0	5.1	3.5	4.9	5.1	0	5.3	0	0	0	0
E10.5	E105_Retinal_primordium	Retinal_primordium	-2.71	-0.14	6	4.4	0	0	0	4.4	0	0	5.8	5.1	0	0	0	0	0	0	5.5	4.4	4.4	0	0	0	4.4	4.4	0	6.4	0	0	6	0
