day	Anno	celltype	UMAP_1	UMAP_2	marker:Tbx4	marker:Hoxa11	up:Pitx1	up:Hoxc9	up:Hoxa10	up:Hoxa9	up:Hoxa7	up:Hoxc8	up:Prrx2	up:Smad7	up:Twist1	up:Snai1	up:Twist2	up:Gata5	up:Bbx	up:Hoxc10	up:Smarca1	up:Zfx	up:Hey2	up:Hoxc11	up:Jun	up:Gata4	up:Tcf21	up:Smad6	up:Klf14	up:Tbx2	down:Mesp1	down:Pou5f1	down:T	down:Hoxb1	down:Foxf1	down:Mixl1	down:Evx1	down:Sub1	down:Cdx2	down:Cdx4	down:Irf1	down:Msx2	down:Foxo4	down:Cdx1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.12	1.68	1.5	1.5	3.1	0	1.5	1.5	0	0	1.5	2.8	2.1	3	1.5	0	0	1.5	2.1	1.5	0	0	2.1	1.5	0	0	0	1.5	1.5	2.8	2.5	2.8	2.1	1.5	2.1	4.1	3	2.1	0	2.5	1.5	2.5
E7.75	E775_Allantois	Allantois	-4.67	1.39	1.8	0	3.1	0	3.6	0	2.4	2.8	2.4	1.8	1.8	3.3	3.1	2.8	2.8	0	0	1.8	0	1.8	0	2.4	0	1.8	0	0	0	1.8	0	0	2.8	0	0	4.2	3.3	0	0	3.3	0	0
E7.75	E775_Allantois	Allantois	-4.28	0.78	2.5	0	2.5	2.5	3.2	0	3.2	0	0	3.2	0	3.2	0	0	0	0	2.5	2.5	0	0	4.4	0	0	3.2	0	0	0	0	0	0	0	0	0	4.6	3.8	2.5	0	3.6	0	0
E7.75	E775_Allantois	Allantois	-5.6	-0.86	1.9	0	4	2.5	1.9	0	0	2.5	2.9	3.7	2.5	3.4	2.5	0	3.2	0	1.9	0	0	0	4.1	0	1.9	1.9	0	0	0	1.9	1.9	0	1.9	0	0	4	2.5	0	0	2.9	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.66	-2.62	0	0	0	0	2	0	0	0	2.6	2	0	2.6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	3.7	0	2.6	3.5	0	2	4.8	2.6	2	2	3.3	0	2
E7.75	E775_Allantois	Allantois	-4.42	2.21	0	0	2.5	1.9	3.2	1.9	1.9	2.5	1.9	2.5	2.9	3.6	0	1.9	1.9	0	0	0	0	0	0	0	0	0	1.9	0	0	0	0	0	1.9	0	0	4.2	1.9	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.54	2.77	0	0	0	0	0	0	0	0	3.1	2.9	3.1	1.9	0	0	2.5	0	1.9	0	0	0	0	0	0	0	0	0	1.9	1.9	0	1.9	3.4	0	0	3.8	3.1	2.5	0	2.9	0	2.9
E7.75	E775_Allantois	Allantois	-6.46	-0.3	2.3	0	3.4	0	2.3	0	3	0	3.4	3	3	3	0	3	4.1	0	2.3	0	0	0	2.3	0	2.3	2.3	2.3	0	0	0	0	0	3.4	0	0	3.4	2.3	0	0	3.4	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.28	-2.84	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	2.1	0	0	0	0	0	4.4	3.9	3.4	3.6	2.7	2.1	2.7	5	3.6	2.1	0	2.7	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.81	0.68	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	0	0	0	0	0	2.1	0	0	0	2.7	2.7	2.7	0	3.3	2.1	2.1	4.7	0	4.1	0	3.1	0	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.28	0.55	0	0	0	0	0	0	0	0	0	2.6	0	2.6	0	0	2.6	0	0	0	0	0	2.6	0	0	0	0	0	0	3.6	0	3.6	2.6	0	0	4.6	2.6	0	0	0	0	3.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.08	0.01	0	0	0	0	0	0	0	0	0	2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	2.8	3.5	2.8	2.8	3.5	3.9	3.9	0	3.5	0	2.8
E7.75	E775_Allantois	Allantois	-4.05	1.37	3.1	2.8	3.9	1.9	2.8	0	2.5	1.9	2.5	1.9	2.5	2.8	0	0	1.9	0	1.9	2.5	0	0	0	1.9	0	2.5	0	0	0	0	0	0	0	0	2.5	4.3	2.5	0	0	2.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.21	0.62	1.8	0	1.8	1.8	2.7	1.8	0	0	1.8	0	0	1.8	2.4	0	0	0	0	0	0	0	2.4	0	1.8	0	0	0	0	2.4	0	1.8	3.4	0	0	4.4	4.2	3	1.8	3.2	0	1.8
E7.75	E775_Allantois	Allantois	-5.74	1.55	3.1	2.5	3.5	0	2.5	0	3.1	0	3.8	3.5	3.5	3.1	3.1	0	0	0	2.5	0	3.1	0	3.1	2.5	0	0	0	0	0	0	0	0	3.1	0	0	4.8	3.8	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.24	-0.97	0	2.2	3.2	3.5	2.2	2.9	0	2.9	2.9	2.9	0	2.2	2.9	0	0	2.2	2.2	0	0	2.2	0	0	0	0	0	0	3.2	3.2	0	0	3.5	2.9	0	5	3.2	2.9	0	2.2	2.2	2.2
E7.75	E775_Allantois	Allantois	-4.91	2.35	0	0	3.6	2	2	0	0	2	0	3.3	0	2	2.6	2	2	2.6	2	2	0	0	0	0	2.6	0	0	0	0	2	0	0	2.6	0	0	3.9	3.9	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.33	-4.18	0	0	0	0	3.6	0	2.6	0	2.6	0	0	2.6	0	0	2.6	0	0	0	0	0	2.6	0	2.6	0	0	2.6	3.6	0	0	0	3.9	0	0	3.2	4.1	2.6	0	3.6	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.71	0.28	0	0	0	0	0	0	0	0	2	2	0	2.6	2	0	0	0	0	0	0	0	2	0	0	0	0	0	3.3	4.2	2	3.5	2.6	2.6	0	4.4	2.6	2.6	0	2.6	0	2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.77	-1.92	0	0	0	0	2.2	3.2	2.2	0	2.8	2.2	2.2	2.2	2.2	0	2.2	2.8	0	2.2	0	0	2.8	0	0	0	0	0	2.8	2.8	0	2.2	3.7	0	2.2	4.7	3.5	4.1	0	3.5	2.8	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.47	-0.78	0	0	0	1.9	0	2.9	0	0	1.9	0	0	3.8	0	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	3.2	0	1.9	3.8	0	0	4.5	2.9	3.7	0	3.7	0	3.4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.56	-2.01	1.8	0	2.4	3.1	2.4	0	1.8	2.8	1.8	1.8	0	2.4	0	0	1.8	0	0	1.8	0	0	1.8	0	0	0	0	1.8	0	3.5	0	0	3.6	1.8	1.8	4.9	3.7	3.5	0	3.5	0	1.8
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-3.03	-0.96	0	2.1	3.2	1.6	2.5	2.5	2.5	0	3	1.6	1.6	2.5	2.8	0	0	0	0	0	0	0	1.6	0	0	1.6	0	0	2.1	2.5	0	0	3.7	0	2.1	4.6	3.3	2.5	0	3.7	1.6	2.1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.18	-2.94	0	0	0	0	0	0	1.9	0	2.5	3.2	1.9	2.5	1.9	0	2.5	0	0	2.5	0	0	2.5	0	0	0	0	0	3.8	3.7	2.5	2.9	3.2	0	2.5	4.7	3.6	2.9	1.9	3.2	1.9	2.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.3	0.13	0	0	0	0	0	2	0	2.7	0	2.7	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2.7	3.3	0	0	2.7	4.5	3.9	3.7	0	3.9	0	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.02	-1.41	0	0	0	0	0	0	0	0	2.3	2.7	0	2.7	0	0	2.7	0	2.3	0	0	0	1.7	0	0	0	0	0	4.1	3.8	2.3	1.7	2.7	1.7	2.3	4.8	3	3.8	1.7	4.1	2.3	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.89	-1.81	0	0	0	0	0	0	2	0	2	2.6	0	3.7	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	2.6	3.8	3.7	3.5	2.6	2.6	2.6	4.4	3.5	0	0	3.3	0	3
E7.75	E775_Allantois	Allantois	-1.41	1.3	0	2	3	0	4.1	3	3.3	2.6	3.6	2.6	0	2.6	2	2.6	0	0	0	2	0	2	2.6	2.6	0	2.6	2	0	0	0	0	0	3	0	0	4.2	3.3	0	0	2.6	0	0
E7.75	E775_Allantois	Allantois	-2.66	3.13	1.9	0	2.9	3.2	1.9	1.9	2.9	1.9	0	0	1.9	2.5	0	0	3.2	0	2.5	1.9	0	0	1.9	0	0	0	0	0	0	0	1.9	0	1.9	0	1.9	4.5	3.7	0	0	0	1.9	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	0.24	-0.38	0	0	2	2	3.7	3.5	3.5	3.5	0	3.3	0	3	2.6	0	0	0	0	2	0	0	3.3	0	0	0	0	0	0	2.6	0	0	3.5	2	2.6	4.3	4.1	3.5	0	3.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.37	2.1	0	0	0	0	0	0	0	0	1.9	0	2.5	1.9	0	0	0	0	0	1.9	0	0	0	0	0	0	0	0	2.5	3.4	0	0	3.7	0	0	4.3	2.5	0	0	3.1	1.9	3.4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.87	-3.52	0	0	0	0	0	0	0	0	2.9	0	0	3.6	0	0	2.9	0	0	0	0	0	2.9	0	0	0	0	0	4	0	2.9	2.9	3.6	0	4	5.3	4.3	2.9	0	2.9	0	0
E7.75	E775_Allantois	Allantois	-2.8	2.04	1.9	1.9	3.5	2.5	2.9	2.5	2.5	0	2.5	1.9	1.9	1.9	0	0	1.9	0	0	1.9	0	0	1.9	0	1.9	0	0	1.9	0	2.9	0	0	3.3	0	0	4.4	2.9	1.9	0	3.1	1.9	1.9
E7.75	E775_Allantois	Allantois	-2.99	1.21	2	2	3.7	0	2.6	3	0	2	3	3	3	0	0	2	2	0	2	0	2	0	0	0	2	0	2.6	0	0	0	0	0	2	0	0	4.8	2	2	0	2	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.34	1.04	0	0	0	0	0	0	0	0	0	2.2	0	0	0	0	2.8	0	0	0	0	0	2.2	0	0	2.2	0	0	0	3.4	0	3.7	3.4	0	2.2	4.6	3.2	3.4	0	2.8	0	4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.14	-1.66	0	0	0	0	0	0	0	0	3.3	0	2.6	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	4.3	2.6	3.3	3.3	2.6	2.6	4.6	3.3	3.6	0	0	0	3.6
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.21	1.62	0	0	0	0	0	0	0	0	1.9	0	0	3.2	0	0	1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	1.9	0	0	4.5	3.4	1.9	0	2.9	0	3.9
E7.75	E775_Allantois	Allantois	-4.34	1.84	0	0	0	0	0	0	0	2.3	2.9	2.9	0	2.3	2.3	0	3.3	0	2.3	2.3	0	0	2.3	0	0	0	0	0	0	0	0	0	3.6	0	0	4.1	3.3	0	0	2.9	2.3	0
E7.75	E775_Allantois	Allantois	-6.07	-0.29	2.6	0	4.2	2.6	3.3	0	0	2.6	0	0	0	0	3.3	0	3.3	0	0	2.6	0	0	2.6	2.6	2.6	2.6	0	0	0	0	0	0	3.3	0	0	4.7	3.3	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.14	-2.24	0	0	0	0	0	0	2.9	0	2.5	0	0	1.9	1.9	1.9	2.5	0	2.5	0	0	0	2.5	1.9	0	0	0	0	4.1	0	0	3.6	1.9	2.5	1.9	4.2	3.7	4.5	0	4.2	1.9	1.9
E7.75	E775_Allantois	Allantois	-6.39	1.77	0	0	4.2	2.1	2.7	3.1	2.1	2.1	2.1	2.7	2.7	2.1	2.1	2.7	2.7	2.1	2.7	0	0	0	2.7	0	0	0	0	0	0	0	0	0	3.1	0	0	4.2	2.7	0	0	3.1	2.1	0
E7.75	E775_Allantois	Allantois	-3.63	-2.13	0	2.5	2.5	0	3.2	0	2.5	3.2	2.5	0	2.9	0	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	3.2	1.9	0	2.5	0	0	4.1	3.6	3.9	0	3.6	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.81	-0.52	2.1	0	2.1	2.1	2.1	0	2.1	3.6	0	2.8	0	3.4	0	0	2.1	0	2.1	0	0	0	2.1	0	0	2.1	0	0	2.8	3.1	2.1	0	2.8	2.1	2.1	3.8	4.3	2.8	0	2.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.51	-3.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	2.8	0	0	0	0	0	0	0	0	0	3.5	4.2	0	0	2.8	0	0	4.9	2.8	2.8	0	2.8	0	0
E7.75	E775_Allantois	Allantois	-4.9	-0.9	0	0	3.6	0	3.9	2.1	0	0	4	2.1	2.7	3.7	3.3	0	2.1	2.1	0	0	0	2.1	2.7	2.7	2.7	2.1	0	0	0	0	0	0	3.6	0	0	4.3	2.7	2.7	0	3.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.87	1.39	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	2.5	0	0	1.9	0	0	0	0	0	1.9	0	0	1.9	1.9	0	2.5	3.6	0	1.9	4.2	1.9	2.9	0	3.4	1.9	4.5
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.06	-0.79	0	0	0	0	0	0	1.9	2.5	1.9	2.5	0	3.4	0	0	0	0	0	0	0	0	2.5	0	1.9	0	0	0	0	0	2.5	3.5	3.1	0	1.9	4.5	3.4	4.2	0	0	1.9	2.9
E7.75	E775_Allantois	Allantois	-3.47	1.78	0	2.2	3.5	2.2	2.2	2.8	0	2.2	0	2.8	2.2	0	0	0	2.8	3.5	2.2	0	2.2	2.2	0	0	0	0	0	0	0	0	0	0	2.2	0	0	4.3	2.2	2.8	0	0	2.2	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.69	0.75	0	0	0	0	0	0	0	0	0	1.8	1.8	2.4	0	0	0	0	1.8	1.8	0	0	1.8	0	0	0	0	0	1.8	2.8	0	3.1	2.8	1.8	0	4.8	3.3	4.2	0	1.8	0	3.3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.93	2.5	0	0	1.9	0	0	0	0	0	2.9	1.9	0	1.9	0	0	0	0	0	0	0	0	1.9	0	0	1.9	0	0	2.9	2.9	0	0	3.4	0	0	4.6	3.4	4	0	2.5	1.9	3.2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.09	0.25	0	0	0	0	0	0	0	0	2.6	2.6	2.6	0	2.6	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6	0	0	0	3.2	0	2.6	4.6	3.6	2.6	0	3.2	0	0
E7.75	E775_Allantois	Allantois	-2.7	1.95	0	0	3.4	3.1	2.7	2.1	2.1	0	2.1	2.7	3.4	3.1	2.1	0	2.1	2.1	0	0	2.1	2.1	0	0	2.1	0	0	0	0	0	0	0	0	0	0	4.2	3.4	0	0	3.1	2.1	0
E7.75	E775_Allantois	Allantois	-3.93	1.42	2	0	3	0	3.8	0	3.3	2.6	2	2	0	2	0	2.6	2.6	0	2	0	0	0	2	3	2.6	0	0	0	0	0	0	0	2	0	2	3.8	3.5	0	0	3.5	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6.08	-1.92	0	0	0	0	0	0	1.9	0	0	2.5	0	2.5	0	0	3.2	0	1.9	0	0	0	0	0	0	0	0	0	4.6	3.4	2.9	1.9	2.9	2.9	1.9	3.9	3.5	1.9	1.9	3.8	1.9	1.9
E7.75	E775_Allantois	Allantois	-5.59	-0.17	2	2	2	0	3.5	0	2	0	3.3	0	0	2.7	3.9	2	2.7	0	0	0	0	0	2	3	2	2	0	0	0	0	0	0	4	0	0	4.3	2	0	0	3.3	0	0
E7.75	E775_Allantois	Allantois	-3.83	-1.78	0	0	3.8	2.6	3.2	3	2.6	3	2	2.6	0	3.4	0	0	2	2	0	2	0	0	2	0	0	2	0	0	0	0	0	0	3.2	0	2	4.8	3.6	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.91	-0.37	0	0	0	3.5	2.9	2.9	0	0	0	3.5	0	2.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	0	0	3.9	0	0	3.9	3.9	2.9	0	3.5	0	2.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.85	2.48	0	0	0	0	0	0	2.4	3.1	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	2.4	0	0	4.9	3.4	3.7	0	2.4	0	2.4
E7.75	E775_Allantois	Allantois	-4.01	2.64	0	2	3.3	2.7	3	0	2	0	2	0	2	2	2.7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3.7	0	2	4.9	2.7	2	0	2.7	0	0
E7.75	E775_Allantois	Allantois	-3.9	3.48	1.8	0	3.6	0	2.4	0	1.8	0	1.8	1.8	2.4	2.4	0	0	3.6	0	0	0	0	0	0	0	0	2.8	0	0	0	1.8	0	0	2.8	0	0	4.3	3.5	0	0	3.1	1.8	0
E7.75	E775_Allantois	Allantois	-3.42	0.29	2.6	0	4.2	2.9	2.6	2.9	1.9	3.4	1.9	1.9	2.6	2.6	1.9	0	1.9	0	1.9	1.9	1.9	0	2.6	1.9	0	0	0	0	0	0	0	0	2.6	0	0	3.8	2.9	1.9	0	3.2	0	0
E7.75	E775_Allantois	Allantois	-3.06	1.18	0	1.8	3.5	2.5	2.8	3.3	2.5	2.5	3.1	3.5	1.8	1.8	2.5	0	2.5	0	1.8	0	1.8	0	0	1.8	0	0	0	0	0	0	0	0	1.8	0	1.8	4	2.5	0	0	1.8	1.8	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.38	-1.11	0	0	0	2.3	0	3	3	0	0	2.3	0	3.7	2.3	0	0	0	0	2.3	0	0	2.3	0	0	0	0	0	0	3	2.3	2.3	3	0	2.3	4.6	0	2.3	0	3	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-2.66	2.74	0	0	3.5	2.2	2.2	0	2.2	3.2	0	0	0	2.2	0	0	2.2	0	2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	2.8	0	0	4.4	2.8	2.2	0	2.8	0	2.8
E7.75	E775_Allantois	Allantois	-4.19	1.58	0	0	3.8	3.4	3.8	0	0	2.7	2.1	2.1	0	2.7	0	0	3.1	2.7	0	0	0	0	0	2.1	0	2.1	0	0	0	0	0	0	3.1	0	0	4.4	3.8	0	0	2.1	0	0
E7.75	E775_Allantois	Allantois	-6.87	0.78	2.4	2.4	3.7	3	3.4	2.4	2.4	2.4	3.9	3	3	0	3.7	0	3.4	0	0	2.4	0	2.4	3	3	0	0	0	0	0	0	0	0	3.7	0	0	4.3	0	0	0	3	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.17	0.22	0	0	0	0	0	0	0	0	0	2.3	0	2.3	0	0	0	0	2.3	0	0	0	3.6	0	0	2.3	0	0	3.4	3.8	2.3	3	3	0	2.3	4.4	4.3	2.3	0	0	2.3	0
E7.75	E775_Allantois	Allantois	-4.19	-0.52	3.2	1.9	4	2.9	1.9	2.9	1.9	0	3.5	1.9	1.9	2.9	2.5	1.9	2.5	0	0	2.5	0	0	2.5	0	0	2.5	2.5	0	0	0	0	0	2.5	0	0	4.1	2.5	1.9	0	2.9	0	1.9
E7.75	E775_Allantois	Allantois	-2.61	2.33	2.1	2.7	3.8	2.1	3.4	3.4	0	3.4	2.1	0	2.1	2.7	0	0	2.1	0	0	2.1	0	0	0	0	0	0	0	0	0	2.1	0	0	2.7	0	0	4.8	2.1	2.1	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	2.48	-1.24	0	1.8	0	0	2.4	1.8	2.8	0	2.8	2.4	0	3.1	0	0	1.8	1.8	0	0	0	0	0	0	1.8	0	0	0	3.7	3.3	1.8	2.8	1.8	2.8	2.4	4.6	3.1	4.3	0	2.8	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.68	0.99	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	2.9	0	1.9	0	0	0	0	0	0	0	0	0	2.5	3.5	0	0	3.4	1.9	1.9	4.2	2.5	3.9	0	2.9	0	3.4
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.59	1.65	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	2.3	0	0	0	0	0	2.3	0	0	0	0	0	0	3	0	0	3	0	0	5.1	3.3	3	0	0	0	3.6
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-0.58	0.28	2.5	0	1.9	0	2.5	0	1.9	1.9	1.9	0	1.9	3.3	2.5	0	2.5	1.9	1.9	0	0	0	0	0	0	0	0	0	1.9	2.5	0	0	1.9	1.9	0	4.4	4	3.7	0	0	2.5	0
E7.75	E775_Allantois	Allantois	-5.36	1.88	0	0	3.4	1.9	1.9	2.9	2.5	3.5	3.1	2.9	1.9	2.5	0	0	2.9	0	0	2.5	0	0	1.9	2.9	0	2.5	0	0	0	1.9	0	0	2.5	0	1.9	4.4	3.1	1.9	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.87	-1.17	0	0	0	0	0	0	0	0	2.1	2.7	0	3.1	0	0	2.1	0	0	0	0	0	0	0	0	0	0	0	4.7	4.1	0	0	3.6	2.1	2.1	3.8	3.4	3.1	0	3.1	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.01	-2.72	0	0	0	0	0	0	0	0	3.4	0	0	2.3	0	0	3.4	0	0	0	0	0	0	0	0	0	0	0	3.9	3.6	3.4	3	3.6	0	0	4.5	4	3.4	0	3.4	0	3
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-3.8	-1.11	0	0	3.9	0	0	2.4	0	3.1	2.4	2.4	3.1	3.1	0	0	2.4	0	3.1	0	3.1	0	3.7	2.4	0	0	0	0	0	0	0	0	3.1	0	0	4.3	3.4	2.4	0	0	2.4	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.11	0.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7	0	0	0	0	0	3.4	0	0	2.7	0	0	3.6	3.1	0	2.7	3.8	0	2.7	4.4	3.4	0	0	3.6	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	6	-1.08	0	2.4	2.4	0	0	0	2.4	0	0	3.5	0	3.5	0	0	2.4	0	0	0	0	0	2.4	0	2.4	0	0	0	4.4	4.2	0	2.4	3.8	0	2.4	4.4	0	3.8	0	3.1	0	0
E7.75	E775_Allantois	Allantois	-3.34	0.62	0	2.5	3.8	2.5	2.5	3.2	3.4	2.5	0	2.5	1.9	2.9	1.9	0	2.9	0	1.9	0	0	0	2.5	2.9	1.9	1.9	0	1.9	0	1.9	1.9	0	2.5	0	0	4.2	2.9	0	0	3.2	1.9	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.93	0.17	0	0	2.9	0	1.9	1.9	2.9	2.6	2.6	3.2	0	1.9	1.9	0	1.9	0	0	0	0	0	2.9	0	0	1.9	0	1.9	1.9	1.9	0	0	3.2	1.9	0	4	2.6	3.2	0	2.9	0	1.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	5.69	1.09	0	0	0	0	0	0	0	0	1.9	0	1.9	2.6	0	0	2.6	0	0	0	0	0	0	0	0	0	0	0	1.9	2.6	1.9	1.9	0	0	0	4.4	2.6	4.6	0	2.9	1.9	3.2
E7.75	E775_Allantois	Allantois	-1.43	1.87	0	0	2.9	2.9	0	2.2	2.9	2.9	0	0	2.2	2.2	0	0	0	0	0	2.2	0	0	0	0	2.2	0	0	0	0	0	0	0	2.9	0	0	4.8	2.9	0	0	0	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.51	1.38	0	0	0	0	0	0	0	0	2.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4	0	3	0	0	0	4.8	3	2.3	0	0	0	3.4
E7.75	E775_Allantois	Allantois	-6.07	1.95	0	0	3.7	2	2	2	0	0	3	2	0	2.6	3	0	3.7	0	0	0	0	0	0	3.3	2	0	0	0	0	0	0	0	2	0	0	3.9	0	0	0	2	0	2
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	7.14	-0.97	0	0	0	0	0	0	0	0	1.9	2.5	0	0	2.9	1.9	2.9	0	0	0	1.9	0	2.5	0	0	0	0	0	4.7	4	1.9	3.5	3.4	1.9	2.5	5	3.2	3.5	0	2.9	0	1.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.18	-1.21	0	2.2	2.2	0	3.6	0	2.9	2.9	0	2.9	2.9	0	0	2.2	2.2	0	0	0	0	2.2	0	0	2.2	0	0	0	2.2	2.2	0	0	0	0	2.2	4.6	3.3	3.8	0	3.3	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	1.07	0.18	0	0	2.3	0	3.7	0	0	0	2.3	0	2.3	3.7	0	0	0	0	0	0	0	0	3.4	2.3	0	0	0	0	4.1	0	2.3	0	2.3	3	2.3	4.7	3.7	4.1	0	3.4	2.3	3.4
E7.75	E775_Allantois	Allantois	-1.78	0.91	2.4	0	3.5	2.4	2.4	3.1	0	0	2.4	2.4	2.4	2.4	3.1	0	2.4	2.4	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	2.4	0	0	4.8	4	0	0	2.4	0	0
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	3.24	2.61	0	0	1.5	0	0	1.5	2	0	1.5	2	0	2	0	0	1.5	0	1.5	0	1.5	0	1.5	0	2	0	0	0	2.4	2.4	0	1.5	2.9	0	0	3.8	3.3	3.9	0	3.1	2.4	3.1
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	4.07	0.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.2	0	0	2.2	0	0	0	0	0	2.2	3.5	0	2.9	2.9	0	0	4.7	3.3	3.3	0	3.8	0	2.9
E7.75	E775_Extraembryonic_mesoderm	Extraembryonic_mesoderm	-1.23	-1.89	2.8	0	3.5	3.1	1.9	2.5	2.5	3.3	3.7	1.9	0	1.9	1.9	0	2.5	2.5	0	1.9	0	0	2.5	1.9	1.9	0	0	0	1.9	1.9	0	0	2.5	0	1.9	4	3.1	3.1	0	3.1	0	0
